element_id,node_ids,ai_severity,primary_action,confidence
22059,"10748,1991,16644,11624",LOW,Project to CAD,0.460685436631321
22159,"6760,11624,11223,9342",LOW,Accept mesh,0.33
22165,"11223,11624,16644,9148",LOW,Project to CAD,0.5259591272740496
22167,"11932,17231,16644,1991",LOW,Project to CAD,0.4951535985583022
22208,"16907,2180,3540,3558",LOW,Project to CAD,0.47814347567032117
22226,"3558,3570,17158,16907",LOW,Accept mesh,0.28
22227,"6839,9148,16644,17231",LOW,Project to CAD,0.46825604485562355
22252,"16907,17158,17179,17230",LOW,Project to CAD,0.46631371010203715
22264,"2096,6915,6839,17231",LOW,Project to CAD,0.45784798608094385
22265,"17230,2096,17231,11932",LOW,Project to CAD,0.4583838987047985
22266,"2096,6857,9262,6915",LOW,Accept mesh,0.33
22273,"3578,17120,17236,3570",HIGH,Reduce skew,0.6394439942878638
22275,"17158,3570,17236,17235",LOW,Project to CAD,0.4677021760793973
22321,"20478,22069,22202,23546",LOW,Accept mesh,0.29
22322,"23526,22202,22069,20497",MEDIUM,Remesh area,0.4489998936023156
22323,"20497,20533,23443,23526",LOW,Accept mesh,0.33
22444,"17179,17158,17235,17251",LOW,Project to CAD,0.5004547225617774
22447,"17236,17120,17119,17254",MEDIUM,Remesh area,0.4409603772715602
22451,"17251,17255,6857,17179",LOW,Project to CAD,0.5351658166223975
22452,"17251,17235,17258,17256",LOW,Project to CAD,0.5282811437840145
22483,"17190,17257,17254,17119",MEDIUM,Project to CAD,0.5512760637963126
22484,"17258,17235,17236,17254",LOW,Project to CAD,0.5267585511100197
22504,"9160,9262,6857,17255",LOW,Project to CAD,0.5068955995717499
22505,"17259,17255,17251,17256",LOW,Project to CAD,0.502547663425066
22506,"17189,17222,17257,17190",LOW,Accept mesh,0.3
22750,"17273,17258,17254,17257",LOW,Project to CAD,0.4584119050783478
22751,"9160,17255,17259,11169",LOW,Project to CAD,0.5295437384740618
22752,"17275,17276,17259,17256",LOW,Project to CAD,0.4613139433132932
22753,"17257,17222,17228,17273",LOW,Project to CAD,0.46638693287265237
22754,"17256,17258,17273,17275",LOW,Project to CAD,0.4572693887206392
22755,"17259,17276,11134,11169",LOW,Project to CAD,0.4662301820712706
22757,"17275,17273,17228,9417",LOW,Project to CAD,0.520874306338071
22759,"9417,6772,17276,17275",LOW,Project to CAD,0.4626804989895
22760,"17276,6772,7017,11134",LOW,Project to CAD,0.46415525991472945
22768,"5341,6363,8971,11308",LOW,Accept mesh,0.33
22771,"6467,5341,11308,8929",HIGH,Fix connectivity,0.95
22780,"17120,3578,6579,17121",LOW,Accept mesh,0.3
22784,"6716,3586,6778,17278",LOW,Accept mesh,0.31
22785,"17279,17278,6778,6758",LOW,Project to CAD,0.47242690544695787
22786,"17117,6718,2223,17280",LOW,Project to CAD,0.49569374763042534
22787,"17281,2223,17278,17279",LOW,Project to CAD,0.4656412793888157
22788,"17279,6758,6866,17282",LOW,Project to CAD,0.4607781954093235
22790,"17284,17280,2223,17281",LOW,Project to CAD,0.4628990176955686
22791,"17282,17285,17281,17279",LOW,Project to CAD,0.4586951548579487
22792,"17282,6866,6760,17288",LOW,Project to CAD,0.4577948981532151
22793,"16958,16959,17283,16964",LOW,Project to CAD,0.4690412988091285
22794,"17288,17291,17285,17282",LOW,Project to CAD,0.4580113282570221
22796,"17289,17283,17280,17284",LOW,Project to CAD,0.5254279344260702
22797,"17281,17285,17290,17284",LOW,Project to CAD,0.45793660177038736
22798,"17288,6760,9342,11225",LOW,Project to CAD,0.4584716463826998
22800,"17294,17290,17285,17291",LOW,Project to CAD,0.5194467237054186
22801,"17284,17290,17293,17289",LOW,Project to CAD,0.46008095126501175
22802,"16967,16964,17283,17289",LOW,Project to CAD,0.530471705602221
22803,"17288,11225,9264,17291",LOW,Project to CAD,0.45878543501291064
22805,"17296,17293,17290,17294",LOW,Project to CAD,0.4601834017845653
22806,"17289,17293,17197,16967",LOW,Project to CAD,0.46267362844241006
22807,"17291,9264,9266,17294",LOW,Project to CAD,0.4594748639914118
22810,"17296,17294,9266,10888",LOW,Project to CAD,0.4597393686298873
22811,"17197,17293,17296,9463",LOW,Project to CAD,0.46291429679561225
22812,"10888,7015,9463,17296",LOW,Project to CAD,0.4647554976952722
22815,"6353,8929,11893,5241",LOW,Accept mesh,0.31
22816,"8673,5247,5241,11893",LOW,Accept mesh,0.3
22820,"5247,8673,8671,5243",LOW,Accept mesh,0.3
22822,"6361,5243,8671,7390",LOW,Accept mesh,0.3
22826,"11243,6375,5347,8943",LOW,Accept mesh,0.32
22827,"11389,11243,8943,8945",MEDIUM,Remesh area,0.4724507331455134
22831,"1966,8971,11339,1965",LOW,Project to CAD,0.4786565586630558
22833,"7390,7834,5233,6361",LOW,Accept mesh,0.31
22844,"1981,1980,8843,5207",LOW,Accept mesh,0.3
22848,"5205,5207,8843,11616",LOW,Accept mesh,0.32
22852,"11616,8849,5118,5205",LOW,Accept mesh,0.33
22862,"2167,5192,7882,7086",LOW,Fix connectivity,0.95
22867,"7309,6660,5114,5106",MEDIUM,Remesh area,0.4459600110510185
22878,"17196,3241,2899,17195",LOW,Accept mesh,0.3
22879,"2899,2907,11239,17195",LOW,Accept mesh,0.34
22886,"5331,11243,11326,5335",LOW,Fix connectivity,0.95
22887,"11389,2037,11326,11243",LOW,Accept mesh,0.29
22895,"11902,7834,7390,11819",LOW,Accept mesh,0.31
22898,"17196,3253,3259,3316",MEDIUM,Fix connectivity,0.95
22900,"17195,17196,3316,2891",MEDIUM,Remesh area,0.43679042109872546
22903,"11239,17195,2891,2897",MEDIUM,Remesh area,0.4730060214722533
22905,"17196,17195,3413,3336",LOW,Accept mesh,0.31
22906,"17195,11239,3113,3413",LOW,Accept mesh,0.3
22908,"9396,11819,7390,7878",LOW,Accept mesh,0.32
22911,"8762,7874,8961,7139",LOW,Accept mesh,0.31
22916,"17119,17120,17121,6573",MEDIUM,Remesh area,0.44476120399611424
22920,"11458,3113,2089,9064",MEDIUM,Reduce skew,0.5801868204228574
22922,"17196,17195,3423,3379",MEDIUM,Remesh area,0.48851184828811983
22925,"2869,3423,17195,11239",MEDIUM,Remesh area,0.4365493036917559
22931,"3439,17189,6547,3525",LOW,Fix connectivity,0.95
22936,"2897,5349,2907,11239",LOW,Accept mesh,0.3
22944,"5349,2897,8943,5347",LOW,Accept mesh,0.27
22949,"2051,2869,8939,1968",LOW,Accept mesh,0.3
22953,"16959,16958,16957,7463",LOW,Accept mesh,0.29
22954,"3598,3596,17118,7013",HIGH,Fix connectivity,0.95
22963,"11225,9342,5422,5439",LOW,Accept mesh,0.27
22964,"9264,11225,5439,5437",LOW,Accept mesh,0.27
22965,"5437,5567,9266,9264",LOW,Accept mesh,0.27
22966,"2204,10888,9266,5567",LOW,Accept mesh,0.32
22967,"7015,10888,2204,6439",LOW,Accept mesh,0.28
22970,"2079,5355,5353,11229",LOW,Fix connectivity,0.95
22974,"2089,11460,11403,9064",LOW,Accept mesh,0.28
22981,"9084,11328,5263,5261",LOW,Accept mesh,0.28
22985,"2003,5339,6455,5265",LOW,Fix connectivity,0.95
22987,"8937,5265,5263,11328",LOW,Accept mesh,0.29
22988,"8971,5339,2003,11339",LOW,Accept mesh,0.28
22992,"11632,6743,11622,7137",LOW,Accept mesh,0.33
22993,"8959,11632,7137,7114",LOW,Accept mesh,0.33
22997,"11458,9070,9088,8939",MEDIUM,Remesh area,0.43725533912229947
22998,"11395,1968,8939,9088",MEDIUM,Remesh area,0.44446456881328045
23000,"17318,16957,16958,16964",LOW,Project to CAD,0.5349724219403486
23001,"6575,16957,17318,2134",LOW,Project to CAD,0.47622200379471796
23002,"17318,16964,16967,17320",LOW,Project to CAD,0.45865073140788626
23004,"17320,16967,17197,17324",LOW,Project to CAD,0.4589009112434226
23005,"17320,2135,2134,17318",LOW,Project to CAD,0.4643766815597449
23006,"6575,2134,17319,3439",LOW,Project to CAD,0.48134383662705926
23009,"17324,17415,2135,17320",LOW,Project to CAD,0.4597907485990913
23011,"17414,17324,17197,9463",LOW,Project to CAD,0.45895018301980767
23013,"17323,17420,17222,17319",LOW,Project to CAD,0.4701714524963489
23015,"9463,7015,10900,17414",LOW,Project to CAD,0.5154798617556355
23016,"17418,17415,17324,17414",LOW,Project to CAD,0.5195000859257297
23018,"17419,17434,17420,17323",MEDIUM,Project to CAD,0.5371509219085335
23020,"17414,10900,10894,17418",LOW,Project to CAD,0.4576430146956592
23021,"17421,17419,17415,17418",LOW,Project to CAD,0.4592031418500381
23024,"17418,10894,9286,17421",LOW,Project to CAD,0.5204345997903367
23026,"17434,9417,17228,17420",LOW,Project to CAD,0.4830605343768418
23028,"17434,17419,17421,17436",LOW,Project to CAD,0.4592195273082619
23029,"17436,6772,9417,17434",LOW,Project to CAD,0.46007157603018106
23030,"17436,17421,9286,6927",LOW,Project to CAD,0.4589775100828764
23031,"6927,7017,6772,17436",LOW,Accept mesh,0.32
23032,"17437,9088,9070,11403",LOW,Accept mesh,0.28
23033,"11403,9068,8677,17437",LOW,Project to CAD,0.46182999195759317
23034,"17438,11395,9088,17437",LOW,Project to CAD,0.49425437154996194
23035,"17437,8677,6595,17438",MEDIUM,Project to CAD,0.5460947203012451
23036,"6921,9100,11395,17438",LOW,Accept mesh,0.29
23038,"2085,9100,6921,9066",LOW,Accept mesh,0.28
23040,"9084,2085,9066,8931",LOW,Accept mesh,0.29
23041,"8931,8967,11328,9084",LOW,Accept mesh,0.27
23043,"8937,11328,8967,8969",LOW,Accept mesh,0.27
23044,"8969,8935,8933,8937",LOW,Accept mesh,0.29
23046,"17440,11213,9262,9160",LOW,Project to CAD,0.4694277053343515
23047,"9160,11169,17451,17440",LOW,Project to CAD,0.4705567696744143
23048,"17452,11209,11213,17440",LOW,Project to CAD,0.47551613934749826
23049,"17451,11169,11134,17456",LOW,Project to CAD,0.5245703211391618
23050,"17440,17451,17454,17452",LOW,Project to CAD,0.46809697191274335
23051,"1962,11209,17452,17455",LOW,Project to CAD,0.4609811431169765
23053,"17456,17459,17454,17451",LOW,Project to CAD,0.46366262516553813
23054,"17455,17452,17454,17472",LOW,Project to CAD,0.4641820705224308
23055,"11229,6365,1962,17455",LOW,Accept mesh,0.28
23056,"17456,11134,7017,11121",LOW,Project to CAD,0.47004931558097696
23059,"17472,11233,11229,17455",LOW,Project to CAD,0.46268631547475647
23060,"11121,11489,17459,17456",LOW,Project to CAD,0.45889074383048956
23061,"17472,17454,17459,17474",LOW,Project to CAD,0.4639377660189702
23063,"17459,11489,11491,17474",LOW,Project to CAD,0.46292449121367085
23065,"9068,2074,17474,11491",LOW,Project to CAD,0.4635805943277142
23067,"8963,9404,11940,11942",LOW,Accept mesh,0.31
23068,"11942,8667,7882,8963",LOW,Accept mesh,0.3
23071,"9066,6921,7019,8675",MEDIUM,Remesh area,0.4425095227415625
23076,"11491,11489,9144,9270",LOW,Accept mesh,0.32
23079,"9068,1979,9284,8677",LOW,Accept mesh,0.28
23080,"6595,8677,9284,9104",LOW,Accept mesh,0.28
23081,"9104,9268,7019,6595",LOW,Accept mesh,0.29
23082,"8675,7019,9268,9126",MEDIUM,Remesh area,0.44444422326039174
23084,"8967,8931,8870,7811",LOW,Accept mesh,0.29
23087,"8929,8321,17475,11893",LOW,Project to CAD,0.47512081696763914
23088,"7811,7813,8969,8967",LOW,Accept mesh,0.26
23089,"8321,1961,17476,17475",LOW,Project to CAD,0.5140944146172401
23090,"8673,11893,17475,17477",LOW,Project to CAD,0.535879968341338
23091,"7813,8325,8935,8969",LOW,Add node,0.42034039782658383
23092,"17476,1961,8319,17478",LOW,Project to CAD,0.460834080768761
23093,"17477,17475,17476,17479",LOW,Project to CAD,0.5296606828231485
23094,"8319,8935,17480,17478",LOW,Project to CAD,0.4590248700058968
23095,"17477,17481,8671,8673",LOW,Project to CAD,0.4694529781672689
23096,"17479,17476,17478,17482",LOW,Project to CAD,0.46500035894235653
23098,"8935,8325,8323,17480",LOW,Project to CAD,0.46902325220000024
23099,"17479,17483,17481,17477",LOW,Project to CAD,0.4659765383971058
23100,"17485,17482,17478,17480",LOW,Project to CAD,0.46492906891863683
23101,"7390,8671,17481,7878",LOW,Project to CAD,0.5187354459059986
23102,"17482,17486,17483,17479",LOW,Project to CAD,0.4775005921010048
23103,"7874,7878,17481,17483",LOW,Project to CAD,0.46079161334161406
23104,"17480,8323,7836,17485",LOW,Project to CAD,0.4715889833564093
23106,"17483,17486,8961,7874",LOW,Project to CAD,0.4590101144229609
23108,"17485,6597,8961,17486",LOW,Project to CAD,0.4852510671147224
23109,"6597,17485,7836,8927",LOW,Project to CAD,0.4878333199518257
23115,"7141,11930,11928,6702",MEDIUM,Fix connectivity,0.95
23122,"7813,7811,8238,11361",MEDIUM,Reduce skew,0.5679249066880221
23123,"8325,7813,11361,8607",MEDIUM,Add node,0.5100549085185624
23125,"8325,8607,8609,8323",HIGH,Add node,0.5572751378723085
23127,"8609,8593,7836,8323",LOW,Accept mesh,0.34
23130,"8841,6984,7231,11598",LOW,Accept mesh,0.33
23131,"6984,7858,7229,7231",LOW,Accept mesh,0.32
23133,"7229,7858,8876,6673",LOW,Accept mesh,0.32
23137,"8868,9300,5092,5088",MEDIUM,Fix connectivity,0.95
23141,"12154,2038,9300,8868",LOW,Accept mesh,0.27
23143,"2038,8866,8953,5098",LOW,Accept mesh,0.33
23146,"2038,5098,5094,9300",LOW,Accept mesh,0.31
23150,"8953,8951,5058,5098",LOW,Accept mesh,0.3
23154,"17495,5090,5076,17496",LOW,Fix connectivity,0.95
23158,"17496,8801,7809,17495",LOW,Accept mesh,0.27
23159,"17496,2065,8803,8801",LOW,Accept mesh,0.28
23161,"6743,17498,1980,11904",LOW,Accept mesh,0.28
23163,"17499,8843,1980,17498",LOW,Project to CAD,0.46644587821140615
23164,"8959,2104,17500,11632",LOW,Project to CAD,0.5260006493893209
23169,"11711,2172,2104,8959",LOW,Project to CAD,0.4758789974677121
23170,"8841,8657,17499,17504",LOW,Project to CAD,0.49384914082403
23172,"2172,17507,2105,2104",LOW,Project to CAD,0.4671816470629031
23174,"12430,2172,11711,8864",MEDIUM,Project to CAD,0.5514391502203491
23175,"17504,2105,6984,8841",LOW,Project to CAD,0.4643907479036042
23180,"12430,12469,17509,2172",LOW,Project to CAD,0.5027138314990582
23181,"6984,2105,17507,7858",LOW,Project to CAD,0.468037804764031
23183,"8849,11616,9404,8963",MEDIUM,Remesh area,0.45967035782357235
23184,"7858,17507,17509,8876",LOW,Project to CAD,0.49679676788098615
23188,"17509,12469,8830,8876",LOW,Project to CAD,0.49131801975702755
23193,"3702,3704,7410,7412",MEDIUM,Remesh area,0.45220227984319994
23195,"7412,16531,3689,3702",LOW,Accept mesh,0.3
23198,"16531,16532,4664,3689",LOW,Accept mesh,0.32
23211,"7408,4682,4557,16558",LOW,Accept mesh,0.3
23218,"4682,7408,12805,4666",LOW,Accept mesh,0.31
23223,"12805,8463,2220,4666",LOW,Accept mesh,0.3
23242,"7809,8801,17521,2217",LOW,Project to CAD,0.4588415646969371
23243,"17521,8801,8803,8441",LOW,Project to CAD,0.4577805005732647
23244,"7410,2084,2217,17524",LOW,Project to CAD,0.46386386920863815
23246,"8441,8803,12055,17523",LOW,Project to CAD,0.4591383515554968
23247,"17614,7412,7410,17524",LOW,Project to CAD,0.4620195711801623
23248,"8441,17525,17522,17521",LOW,Project to CAD,0.46243339186611204
23249,"2217,17521,17522,17524",LOW,Project to CAD,0.46163096763548706
23250,"17523,12055,12057,17526",LOW,Project to CAD,0.4591544842724349
23251,"17523,17617,17525,8441",LOW,Project to CAD,0.4663235285567889
23252,"8405,16531,7412,17614",LOW,Accept mesh,0.27
23253,"17522,17615,17614,17524",MEDIUM,Project to CAD,0.5395453296138666
23255,"17526,12057,8591,8443",MEDIUM,Project to CAD,0.5632684059081019
23256,"17525,17616,17615,17522",LOW,Project to CAD,0.4827028250766988
23259,"17526,17626,17617,17523",LOW,Project to CAD,0.46151749630043193
23260,"17614,17615,9329,8405",LOW,Project to CAD,0.4579808699334647
23261,"8443,7884,17626,17526",LOW,Project to CAD,0.46374536468304933
23262,"8391,9329,17615,17616",LOW,Project to CAD,0.5330173260241153
23264,"17616,17617,7886,8391",LOW,Project to CAD,0.4664333380137783
23265,"7259,7886,17617,17626",LOW,Project to CAD,0.46242408659568557
23267,"17626,7884,8437,7259",LOW,Project to CAD,0.46130883922170607
23268,"16558,16532,7337,7892",LOW,Accept mesh,0.28
23270,"7892,12793,7408,16558",LOW,Accept mesh,0.26
23272,"7408,12793,8477,17629",LOW,Accept mesh,0.3
23275,"8477,8435,17630,17641",LOW,Project to CAD,0.48714513625381084
23278,"17638,17630,8435,8459",LOW,Accept mesh,0.26
23280,"17638,8459,16568,1985",LOW,Accept mesh,0.27
23282,"17640,8463,12805,17629",LOW,Project to CAD,0.4818929463510854
23283,"17641,17640,17629,8477",LOW,Project to CAD,0.4835535351217685
23285,"17651,17649,17630,17638",LOW,Project to CAD,0.5351645461388449
23287,"1985,17652,17651,17638",LOW,Project to CAD,0.4648395520090521
23288,"12716,8463,17640,17653",LOW,Project to CAD,0.46064271219552544
23290,"17653,17640,17641,17654",LOW,Project to CAD,0.4602881528956903
23291,"17655,17654,17641,17649",LOW,Project to CAD,0.46505799766342076
23292,"17649,17651,17657,17655",LOW,Project to CAD,0.45816064283370606
23294,"17658,17657,17651,17652",LOW,Project to CAD,0.46002814442245094
23295,"4704,12716,17653,7335",LOW,Accept mesh,0.27
23296,"17652,2077,2188,17658",LOW,Project to CAD,0.5304031928540243
23297,"7900,8479,17654,17655",LOW,Accept mesh,0.26
23298,"17654,8479,7335,17653",LOW,Project to CAD,0.46976390535458235
23299,"6685,7900,17655,17657",LOW,Project to CAD,0.461007224363033
23301,"6855,6685,17657,17658",LOW,Project to CAD,0.5271139418759172
23302,"12726,4704,7335,8766",LOW,Accept mesh,0.29
23303,"17658,2188,8393,6855",LOW,Project to CAD,0.47011966950950346
23305,"16704,12726,8766,9317",LOW,Accept mesh,0.27
23306,"6675,16704,9317,7333",LOW,Accept mesh,0.29
23310,"2218,17660,7902,8774",HIGH,Project to CAD,0.5991959849618822
23311,"6675,7902,17660,16705",LOW,Accept mesh,0.3
23312,"17661,17659,8776,7904",LOW,Project to CAD,0.4749059996642162
23313,"17666,17661,7904,8651",LOW,Project to CAD,0.4635217174506241
23315,"16705,17660,16706,6357",LOW,Accept mesh,0.28
23316,"7914,17667,8647,8451",MEDIUM,Remesh area,0.45796883023952234
23317,"2218,16723,16706,17660",HIGH,Project to CAD,0.6015118301099557
23320,"17666,2109,16722,17661",LOW,Project to CAD,0.4714627138286204
23321,"8651,8647,17667,17666",MEDIUM,Project to CAD,0.5725187225661353
23323,"2109,17669,16759,16722",LOW,Project to CAD,0.46099208186708074
23325,"2093,2109,17666,17667",LOW,Project to CAD,0.4830833066951465
23326,"2093,17670,17669,2109",LOW,Project to CAD,0.4720553685779885
23327,"2093,7914,7910,17670",LOW,Project to CAD,0.4651786096270568
23328,"8797,16759,17669,17671",LOW,Project to CAD,0.48285445744700123
23329,"17671,17669,17670,2186",LOW,Project to CAD,0.47753799090355875
23332,"17696,17671,2186,17695",LOW,Project to CAD,0.4703067515282502
23333,"2186,17670,7910,2185",LOW,Project to CAD,0.4630282305008023
23334,"8797,17671,17696,16749",LOW,Project to CAD,0.4636488895430152
23335,"17706,17698,17696,17695",LOW,Project to CAD,0.4605970217470281
23336,"17695,16769,7908,17706",LOW,Project to CAD,0.47128107351074494
23337,"16749,17696,17698,8795",LOW,Project to CAD,0.4659853827651072
23338,"17707,16772,6309,7807",LOW,Project to CAD,0.5204792129930049
23339,"17708,17709,17698,17706",LOW,Project to CAD,0.5303134094984567
23340,"17706,7908,16742,17708",LOW,Project to CAD,0.51664271441961
23341,"17698,17709,17714,8795",LOW,Project to CAD,0.5004052606445899
23342,"7807,8793,17715,17707",LOW,Project to CAD,0.4604430120219009
23343,"17714,17715,8793,8795",LOW,Project to CAD,0.4699405668828721
23345,"17716,17708,16742,16744",LOW,Project to CAD,0.4656575504005066
23346,"17717,17709,17708,17716",LOW,Project to CAD,0.4604168073199727
23347,"17714,17709,17717,17725",LOW,Project to CAD,0.4576613561112724
23348,"17725,17726,17715,17714",LOW,Project to CAD,0.45946475496129485
23349,"17707,17715,17726,17727",LOW,Project to CAD,0.461724236002224
23350,"17707,17727,2091,16772",LOW,Project to CAD,0.47258523236278727
23351,"16744,7906,7916,17716",LOW,Accept mesh,0.28
23352,"17716,7916,6986,17717",LOW,Project to CAD,0.4640642107347693
23353,"17725,17717,6986,8567",LOW,Project to CAD,0.5190185347220264
23354,"8567,8475,17726,17725",LOW,Project to CAD,0.4588833981346411
23355,"17727,17726,8475,8467",LOW,Project to CAD,0.4788783466276137
23356,"16886,2091,17727,8467",LOW,Project to CAD,0.46759399529165113
23357,"8467,7331,16871,16886",LOW,Accept mesh,0.31
23358,"7331,16868,16955,16871",LOW,Accept mesh,0.3
23360,"16955,16868,8465,16956",LOW,Accept mesh,0.27
23361,"8465,7214,8313,16956",LOW,Accept mesh,0.27
23363,"17729,6762,7918,17728",LOW,Project to CAD,0.4583768550400775
23364,"17728,7918,8407,7924",LOW,Accept mesh,0.26
23365,"17730,6752,6762,17729",LOW,Accept mesh,0.26
23366,"9315,6752,17730,17731",LOW,Add node,0.4131215122342596
23367,"7214,17732,16950,8313",LOW,Accept mesh,0.29
23370,"17728,17734,17735,17729",LOW,Project to CAD,0.46376979965611925
23371,"17729,17735,17736,17730",LOW,Project to CAD,0.5273998768440472
23372,"7924,8453,17734,17728",MEDIUM,Project to CAD,0.5659592394160937
23373,"17731,17730,17736,17737",LOW,Project to CAD,0.4680982462141358
23374,"17737,17738,17732,17731",LOW,Project to CAD,0.4702276675107357
23376,"17738,16949,16950,17732",LOW,Project to CAD,0.485927834968204
23377,"17740,17734,8453,7922",LOW,Project to CAD,0.479187817830676
23378,"17741,17735,17734,17740",LOW,Project to CAD,0.49048676528578417
23380,"17737,17736,6776,7926",LOW,Project to CAD,0.46842292083793
23382,"17738,17737,7926,2004",LOW,Project to CAD,0.4641170164539504
23384,"7922,8431,6929,17740",LOW,Accept mesh,0.3
23385,"17740,6929,6774,17741",MEDIUM,Project to CAD,0.5475886467218853
23386,"6776,17736,17741,6774",LOW,Project to CAD,0.46498552599605436
23393,"7133,8016,8014,2212",MEDIUM,Remesh area,0.46124791555861344
23394,"7015,6439,5589,17746",LOW,Accept mesh,0.27
23395,"5587,1971,17746,5589",LOW,Project to CAD,0.5345244611959141
23396,"17746,17747,10900,7015",LOW,Project to CAD,0.4634525167317544
23397,"5565,1971,5587,5578",LOW,Accept mesh,0.29
23398,"10894,10900,17747,17771",LOW,Project to CAD,0.4642840908142853
23399,"1972,17747,17746,1971",LOW,Project to CAD,0.46377858165807784
23400,"9286,10894,17771,17772",LOW,Project to CAD,0.4686124734529221
23401,"17747,1972,17778,17771",LOW,Project to CAD,0.4606407800972613
23402,"17779,6927,9286,17772",LOW,Project to CAD,0.4677167281638233
23403,"17780,17772,17771,17778",LOW,Project to CAD,0.46833065162790644
23404,"17778,1972,5554,5591",LOW,Project to CAD,0.467739719512439
23406,"17782,17779,17772,17780",LOW,Project to CAD,0.4677445702834814
23407,"17778,5591,5593,17780",LOW,Project to CAD,0.4743681910992884
23408,"6927,17779,17781,7017",LOW,Project to CAD,0.46075472118659044
23409,"17781,17779,17782,17783",LOW,Project to CAD,0.4608606478803435
23410,"17780,5593,5595,17782",LOW,Project to CAD,0.47304116698544696
23413,"17783,17782,5595,5609",LOW,Project to CAD,0.4711145437786683
23416,"7017,17781,17788,9124",LOW,Project to CAD,0.5257989298966977
23419,"17783,17790,17788,17781",LOW,Project to CAD,0.4668347764318262
23420,"9124,17788,17791,9144",LOW,Project to CAD,0.47199693770112855
23421,"5609,5613,17790,17783",LOW,Project to CAD,0.4895998542792941
23423,"17793,17791,17788,17790",LOW,Project to CAD,0.4798224874511673
23424,"9144,17791,17794,9270",LOW,Project to CAD,0.4736876431977868
23425,"17790,5613,5639,17793",LOW,Project to CAD,0.49721268813500213
23427,"17796,17794,17791,17793",LOW,Project to CAD,0.4825723472099039
23428,"1979,1978,17797,9284",LOW,Project to CAD,0.48363878424564627
23433,"17796,17793,5639,5645",MEDIUM,Project to CAD,0.5591491312545771
23435,"17797,1978,1975,17802",LOW,Project to CAD,0.4909400483307293
23436,"9284,17797,17803,9104",LOW,Project to CAD,0.5281762564026895
23437,"1975,1967,5633,17802",LOW,Project to CAD,0.5022114504646191
23439,"17805,17803,17797,17802",LOW,Project to CAD,0.48995879601379266
23440,"9104,17803,17806,9268",LOW,Project to CAD,0.5339116815222771
23441,"17802,5633,5635,17805",LOW,Project to CAD,0.5003430104052298
23443,"17808,17806,17803,17805",MEDIUM,Project to CAD,0.5539837515484265
23444,"9126,9268,17806,17809",LOW,Project to CAD,0.45725203668980413
23445,"17805,5635,5637,17808",MEDIUM,Project to CAD,0.5481583873984797
23447,"17810,17809,17806,17808",LOW,Project to CAD,0.5328027398087101
23448,"17809,11373,8655,9126",LOW,Project to CAD,0.5155909912371045
23449,"17808,5637,5631,17810",LOW,Project to CAD,0.47705928153928057
23450,"10813,11373,17809,17810",LOW,Project to CAD,0.47773711426632304
23451,"17810,5631,6339,10813",LOW,Accept mesh,0.28
23457,"39360,39333,11902,11819",LOW,Fix connectivity,0.95
23461,"17811,17819,39335,39360",LOW,Project to CAD,0.4893710387980619
23466,"7139,6597,17818,17811",LOW,Project to CAD,0.4858114770269238
23468,"7114,39310,39335,17819",LOW,Accept mesh,0.33
23482,"17821,17811,17818,2042",LOW,Project to CAD,0.4706169377814875
23489,"2042,11720,11722,17821",LOW,Project to CAD,0.465232748388032
23491,"2042,17818,17824,2044",LOW,Project to CAD,0.4764351570178117
23494,"2117,11720,2042,2044",LOW,Project to CAD,0.4755387680492102
23495,"39801,7116,7135,2117",HIGH,Reduce skew,0.7202322344297091
23503,"39815,12349,12345,39788",HIGH,Reduce skew,0.7300927799704747
23505,"12345,7116,39801,39788",HIGH,Reduce skew,0.6673428056865388
23507,"11373,7657,8238,8655",LOW,Accept mesh,0.28
23510,"7657,7449,11361,8238",LOW,Add node,0.42701859882444543
23512,"7646,8607,11361,7449",LOW,Add node,0.4811253253749831
23516,"8607,7646,12361,8609",LOW,Add node,0.4282350359957486
23519,"12361,1766,8593,8609",LOW,Add node,0.4325622707721108
23525,"8110,8629,12469,12430",MEDIUM,Remesh area,0.4449148568160071
23528,"39450,11942,11940,39481",LOW,Accept mesh,0.3
23538,"8667,11942,39450,39435",LOW,Accept mesh,0.3
23539,"2179,18053,7231,7229",LOW,Project to CAD,0.4761072986468105
23545,"18053,2179,18061,18057",LOW,Project to CAD,0.48220877028304543
23550,"12473,2179,7229,6673",LOW,Project to CAD,0.4657245670915591
23555,"1976,18061,6591,11930",MEDIUM,Fix connectivity,0.95
23557,"18061,2179,12473,12067",LOW,Project to CAD,0.4583458494604684
23559,"6591,18061,12067,9340",LOW,Project to CAD,0.4740618423109349
23564,"2056,23341,39926,2054",LOW,Project to CAD,0.48726974622385066
23565,"12473,6673,8830,1982",LOW,Project to CAD,0.49435475630995596
23573,"7023,18071,6660,7309",LOW,Accept mesh,0.3
23574,"11928,18074,18070,6702",LOW,Project to CAD,0.5278308151710567
23575,"6702,18070,18071,7023",LOW,Project to CAD,0.46451456003432434
23576,"18071,8868,6359,6660",LOW,Accept mesh,0.3
23581,"18074,11928,6591,18075",MEDIUM,Project to CAD,0.5409338512155407
23583,"18070,12154,8868,18071",LOW,Project to CAD,0.4669047790946352
23584,"18075,6591,9340,18076",LOW,Project to CAD,0.46449925410405646
23588,"9340,8874,7840,18076",MEDIUM,Remesh area,0.44377188986827887
